2023-04-21 00:05:59,1,0
2023-04-21 00:06:01,2,0
2023-04-21 00:06:03,3,0
2023-04-21 00:06:05,4,0
2023-04-21 00:06:11,1,0
2023-04-21 00:06:12,2,0
2023-04-21 00:06:14,3,0
2023-04-21 00:06:16,4,0
2023-04-21 00:06:17,5,0
2023-04-21 00:06:18,6,0
2023-04-21 00:06:19,7,0
2023-04-21 00:06:21,8,0
2023-04-21 00:06:23,9,0
2023-04-21 00:06:25,10,0
2023-04-21 00:06:27,11,1
2023-04-21 00:06:28,12,0
2023-04-21 00:06:30,13,0
2023-04-21 00:06:32,14,0
2023-04-21 00:06:34,15,0
2023-04-21 00:06:35,16,0
2023-04-21 00:06:37,17,0
2023-04-21 00:06:39,18,0
2023-04-21 00:06:41,19,0
2023-04-21 00:06:43,20,0
2023-04-21 00:06:44,21,0
2023-04-21 00:06:45,22,0
2023-04-21 00:06:46,23,0
2023-04-21 00:06:47,24,0
2023-04-21 00:06:49,25,0
2023-04-21 00:06:52,26,1
2023-04-21 00:06:53,27,0
2023-04-21 00:06:55,28,0
2023-04-21 00:06:56,29,0
2023-04-21 00:06:58,30,0
2023-04-21 00:06:59,31,0
2023-04-21 00:07:01,32,0
2023-04-21 00:07:03,33,0
2023-04-21 00:07:05,34,0
2023-04-21 00:07:06,35,0
2023-04-21 00:07:08,36,0
2023-04-21 00:07:10,37,0
2023-04-21 00:07:12,38,0
2023-04-21 00:07:13,39,0
2023-04-21 00:07:14,40,0
2023-04-21 00:07:16,41,0
2023-04-21 00:07:18,42,0
2023-04-21 00:07:19,43,0
2023-04-21 00:07:21,44,0
2023-04-21 00:07:22,45,0
2023-04-21 00:07:24,46,0
2023-04-21 00:07:25,47,0
2023-04-21 00:07:27,48,0
2023-04-21 00:07:29,49,0
2023-04-21 00:07:31,50,0
2023-04-21 00:07:33,51,0
2023-04-21 00:07:35,52,0
2023-04-21 00:07:36,53,0
2023-04-21 00:07:38,54,0
2023-04-21 00:07:39,55,0
2023-04-21 00:07:41,56,0
2023-04-21 00:07:43,57,0
2023-04-21 00:07:45,58,0
2023-04-21 00:07:46,59,0
2023-04-21 00:07:48,60,0
2023-04-21 00:07:50,61,0
2023-04-21 00:07:52,62,0
2023-04-21 00:07:53,63,0
2023-04-21 00:07:55,64,0
2023-04-21 00:07:57,65,0
2023-04-21 00:07:58,66,0
2023-04-21 00:07:59,67,0
2023-04-21 00:08:00,68,0
2023-04-21 00:08:02,69,0
2023-04-21 00:08:03,70,0
2023-04-21 00:08:05,71,0
2023-04-21 00:08:06,72,0
2023-04-21 00:08:07,73,0
2023-04-21 00:08:09,74,0
2023-04-21 00:08:12,75,0
2023-04-21 00:08:14,76,0
2023-04-21 00:08:15,77,0
2023-04-21 00:08:17,78,0
2023-04-21 00:08:19,79,0
2023-04-21 00:08:21,80,0
2023-04-21 00:08:22,81,0
2023-04-21 00:08:24,82,0
2023-04-21 00:08:26,83,0
2023-04-21 00:08:28,84,0
2023-04-21 00:08:30,85,0
2023-04-21 00:08:32,86,0
2023-04-21 00:08:34,87,0
2023-04-21 00:08:36,88,0
2023-04-21 00:08:37,89,0
2023-04-21 00:08:38,90,0
2023-04-21 00:08:40,91,0
2023-04-21 00:08:42,92,0
2023-04-21 00:08:43,93,0
2023-04-21 00:08:45,94,0
2023-04-21 00:08:47,95,0
2023-04-21 00:08:49,96,0
2023-04-21 00:08:51,97,0
2023-04-21 00:08:52,98,0
2023-04-21 00:08:53,99,0
2023-04-21 00:08:55,100,0
2023-04-21 00:08:57,101,0
2023-04-21 00:08:59,102,0
2023-04-21 00:09:00,103,0
2023-04-21 00:09:01,104,0
2023-04-21 00:09:03,105,0
2023-04-21 00:09:05,106,0
2023-04-21 00:09:07,107,0
2023-04-21 00:09:08,108,0
2023-04-21 00:09:11,109,0
2023-04-21 00:09:13,110,0
2023-04-21 00:09:14,111,0
2023-04-21 00:09:16,112,0
2023-04-21 00:09:18,113,0
2023-04-21 00:09:20,114,0
2023-04-21 00:09:21,115,0
2023-04-21 00:09:23,116,0
2023-04-21 00:09:25,117,0
2023-04-21 00:09:26,118,0
2023-04-21 00:09:28,119,0
2023-04-21 00:09:29,120,0
2023-04-21 00:09:31,121,0
2023-04-21 00:09:32,122,0
2023-04-21 00:09:34,123,0
2023-04-21 00:09:36,124,0
2023-04-21 00:09:38,125,0
2023-04-21 00:09:40,126,0
2023-04-21 00:09:42,127,0
2023-04-21 00:09:44,128,0
2023-04-21 00:09:46,129,0
2023-04-21 00:09:48,130,0
2023-04-21 00:09:49,131,0
2023-04-21 00:09:51,132,0
2023-04-21 00:09:52,133,0
2023-04-21 00:09:54,134,0
2023-04-21 00:09:55,135,0
2023-04-21 00:09:56,136,0
2023-04-21 00:09:58,137,0
2023-04-21 00:10:00,138,0
2023-04-21 00:10:02,139,0
2023-04-21 00:10:04,140,0
2023-04-21 00:10:06,141,0
2023-04-21 00:10:08,142,0
2023-04-21 00:10:10,143,0
2023-04-21 00:10:11,144,0
2023-04-21 00:10:13,145,0
2023-04-21 00:10:15,146,0
2023-04-21 00:10:17,147,0
2023-04-21 00:10:18,148,0
2023-04-21 00:10:20,149,0
2023-04-21 00:10:21,150,0
2023-04-21 00:10:23,151,0
2023-04-21 00:10:25,152,0
2023-04-21 00:10:26,153,0
2023-04-21 00:10:28,154,0
2023-04-21 00:10:30,155,0
2023-04-21 00:10:32,156,0
2023-04-21 00:10:33,157,0
2023-04-21 00:10:35,158,0
2023-04-21 00:10:37,159,0
2023-04-21 00:10:39,160,0
2023-04-21 00:10:40,161,0
2023-04-21 00:10:42,162,0
2023-04-21 00:10:44,163,0
2023-04-21 00:10:46,164,0
2023-04-21 00:10:48,165,0
2023-04-21 00:10:51,166,1
2023-04-21 00:10:53,167,0
2023-04-21 00:10:55,168,0
2023-04-21 00:10:57,169,0
2023-04-21 00:10:58,170,0
2023-04-21 00:10:59,171,0
2023-04-21 00:11:01,172,0
2023-04-21 00:11:03,173,0
2023-04-21 00:11:05,174,0
2023-04-21 00:11:07,175,0
2023-04-21 00:11:08,176,0
2023-04-21 00:11:12,177,1
2023-04-21 00:11:14,178,0
2023-04-21 00:11:15,179,0
2023-04-21 00:11:16,180,0
2023-04-21 00:11:19,181,1
2023-04-21 00:11:21,182,0
2023-04-21 00:11:23,183,0
2023-04-21 00:11:25,184,0
2023-04-21 00:11:26,185,0
2023-04-21 00:11:28,186,0
2023-04-21 00:11:30,187,0
2023-04-21 00:11:32,188,0
2023-04-21 00:11:33,189,0
2023-04-21 00:11:35,190,0
2023-04-21 00:11:37,191,0
2023-04-21 00:11:38,192,0
2023-04-21 00:11:40,193,0
2023-04-21 00:11:42,194,0
2023-04-21 00:11:45,195,1
2023-04-21 00:11:46,196,0
2023-04-21 00:11:48,197,0
2023-04-21 00:11:50,198,0
2023-04-21 00:11:52,199,0
2023-04-21 00:11:54,200,0
2023-04-21 00:11:55,201,0
2023-04-21 00:11:57,202,0
2023-04-21 00:11:59,203,0
2023-04-21 00:12:00,204,0
2023-04-21 00:12:02,205,0
2023-04-21 00:12:03,206,0
2023-04-21 00:12:04,207,0
2023-04-21 00:12:07,208,0
2023-04-21 00:12:08,209,0
2023-04-21 00:12:09,210,0
